Date,Mode,Line_or_Route,Borough_or_Region,Daily_Ridership,Recovery_Percentage,Incident_Type,Delay_Minutes,Peak_Period
2026-05-21,Metro-North,New Haven,Long Island,235855,76.9,Track Work,12,AM Peak
2026-05-22,Subway,J,Westchester,3562852,74.1,Weather,27,PM Peak
2026-05-22,Subway,5,Manhattan,3759100,76.0,Track Work,3,PM Peak
2026-05-22,Subway,2,Westchester,3418751,71.3,Crowding,37,PM Peak
2026-05-22,Subway,A,Long Island,3800535,81.2,Weather,5,PM Peak
2026-05-22,Bus,B44,Staten Island,1696292,65.5,Signal Problem,13,Midday
2026-05-22,Bus,M15,Brooklyn,1549573,69.7,Police Activity,6,Evening
2026-05-22,LIRR,Ronkonkoma,Staten Island,308325,67.9,Staffing,30,Evening
2026-05-22,LIRR,Long Beach,Manhattan,257465,73.1,No Incident,0,Midday
2026-05-22,Metro-North,Hudson,Westchester,215387,79.9,No Incident,0,Evening
2026-05-22,Metro-North,Harlem,Manhattan,222414,76.3,No Incident,0,PM Peak
2026-05-22,Metro-North,Hudson,Manhattan,228692,81.4,Staffing,14,Evening
2026-05-22,Metro-North,New Haven,Bronx,229755,80.3,No Incident,0,AM Peak
2026-05-23,Subway,C,Westchester,2484992,76.4,Mechanical Issue,19,PM Peak
2026-05-23,Subway,3,Bronx,2418524,75.4,No Incident,0,PM Peak
2026-05-23,Bus,B44,Westchester,945533,62.4,No Incident,0,PM Peak
2026-05-23,Bus,B46,Queens,568037,73.2,No Incident,0,Evening
2026-05-23,Bus,Q10,Queens,1069381,71.9,Crowding,11,AM Peak
2026-05-23,LIRR,Babylon,Queens,185982,82.1,No Incident,0,PM Peak
2026-05-23,LIRR,Ronkonkoma,Manhattan,147894,66.7,No Incident,0,PM Peak
2026-05-23,LIRR,Babylon,Westchester,151003,73.5,No Incident,0,Evening
2026-05-23,Metro-North,Harlem,Brooklyn,132677,88.7,No Incident,0,Evening
2026-05-23,Metro-North,Harlem,Staten Island,187783,83.7,Track Work,17,PM Peak
2026-05-24,Subway,5,Queens,2153745,81.0,Police Activity,26,PM Peak
2026-05-24,Subway,J,Staten Island,1876111,66.5,No Incident,0,Evening
2026-05-24,Subway,C,Manhattan,2496712,78.8,Police Activity,9,Midday
2026-05-24,Subway,N,Westchester,2314277,78.3,Mechanical Issue,3,AM Peak
2026-05-24,Bus,Q60,Long Island,1010178,83.0,Track Work,6,Midday
2026-05-24,Bus,B46,Manhattan,865509,70.7,Signal Problem,6,Evening
2026-05-24,LIRR,Hempstead,Manhattan,165797,77.8,Police Activity,35,Evening
2026-05-24,LIRR,Port Washington,Staten Island,160781,73.2,Signal Problem,18,AM Peak
2026-05-24,LIRR,Port Washington,Brooklyn,189630,74.6,No Incident,0,PM Peak
2026-05-24,Metro-North,Harlem,Brooklyn,128808,77.3,No Incident,0,AM Peak
2026-05-24,Metro-North,Hudson,Staten Island,145780,72.9,Mechanical Issue,5,PM Peak
2026-05-24,Metro-North,Harlem,Westchester,136795,76.6,No Incident,0,Midday
2026-05-24,Metro-North,Harlem,Westchester,131040,74.9,No Incident,0,PM Peak
2026-05-25,Subway,2,Brooklyn,3453676,75.3,Mechanical Issue,6,PM Peak
2026-05-25,Subway,2,Manhattan,3714815,77.3,Staffing,19,PM Peak
2026-05-25,Subway,N,Manhattan,3257640,69.2,No Incident,0,AM Peak
2026-05-25,Bus,B46,Brooklyn,1206407,73.1,Signal Problem,28,Midday
2026-05-25,Bus,M15,Westchester,1488353,74.3,No Incident,0,Evening
2026-05-25,Bus,B44,Staten Island,1496425,77.1,Signal Problem,10,AM Peak
2026-05-25,LIRR,Ronkonkoma,Westchester,220595,86.0,No Incident,0,Midday
2026-05-25,LIRR,Ronkonkoma,Long Island,253722,72.7,Track Work,17,AM Peak
2026-05-25,LIRR,Ronkonkoma,Bronx,291389,76.0,Track Work,11,PM Peak
2026-05-25,Metro-North,Hudson,Bronx,208890,78.5,Mechanical Issue,28,PM Peak
2026-05-25,Metro-North,Hudson,Manhattan,202994,73.3,Crowding,9,Midday
2026-05-25,Metro-North,Hudson,Bronx,236039,74.3,Staffing,22,PM Peak
2026-05-26,Subway,F,Queens,3440347,69.1,Weather,18,AM Peak
2026-05-26,Subway,Q,Long Island,3836782,73.6,Signal Problem,29,AM Peak
2026-05-26,Subway,6,Manhattan,3715383,79.6,Weather,4,AM Peak
2026-05-26,Bus,B46,Westchester,1572955,67.2,Police Activity,16,Midday
2026-05-26,Bus,Bx12,Westchester,1570699,66.6,Mechanical Issue,9,Midday
2026-05-26,Bus,Bx12,Brooklyn,1544970,80.2,Mechanical Issue,26,PM Peak
2026-05-26,LIRR,Ronkonkoma,Manhattan,238773,84.3,Crowding,32,AM Peak
2026-05-26,LIRR,Hempstead,Westchester,265801,79.7,No Incident,0,Midday
2026-05-26,LIRR,Hempstead,Long Island,232421,72.1,Signal Problem,49,AM Peak
2026-05-26,Metro-North,Hudson,Westchester,220622,76.2,Crowding,18,Evening
2026-05-26,Metro-North,Harlem,Queens,228185,75.5,No Incident,0,AM Peak
2026-05-26,Metro-North,New Haven,Long Island,199563,75.9,Track Work,3,AM Peak
2026-05-26,Metro-North,Hudson,Queens,229134,68.5,Weather,22,AM Peak
2026-05-27,Subway,3,Bronx,3572148,63.6,Weather,15,PM Peak
2026-05-27,Subway,1,Queens,3696970,80.7,Track Work,8,PM Peak
2026-05-27,Subway,E,Westchester,3299806,74.5,Mechanical Issue,5,AM Peak
2026-05-27,Bus,Bx12,Manhattan,1395895,79.7,Signal Problem,3,Midday
2026-05-27,Bus,Q60,Queens,1398279,74.4,No Incident,0,Midday
2026-05-27,Bus,B46,Queens,1420704,83.0,No Incident,0,AM Peak
2026-05-27,LIRR,Babylon,Bronx,249477,74.8,No Incident,0,PM Peak
2026-05-27,LIRR,Long Beach,Staten Island,295727,78.8,No Incident,0,AM Peak
2026-05-27,LIRR,Babylon,Bronx,242258,85.1,Track Work,8,AM Peak
2026-05-27,LIRR,Hempstead,Bronx,256275,81.3,No Incident,0,Midday
2026-05-27,Metro-North,Hudson,Manhattan,234631,78.2,No Incident,0,AM Peak
2026-05-27,Metro-North,New Haven,Manhattan,228290,71.8,Crowding,13,AM Peak
2026-05-27,Metro-North,New Haven,Bronx,238619,75.7,Staffing,20,PM Peak
2026-05-28,Subway,Q,Staten Island,3729084,81.9,Mechanical Issue,8,PM Peak
2026-05-28,Subway,C,Brooklyn,3666520,71.0,Crowding,6,AM Peak
2026-05-28,Subway,L,Brooklyn,4241687,86.7,No Incident,0,AM Peak
2026-05-28,Subway,2,Brooklyn,3714587,73.7,Mechanical Issue,13,Midday
2026-05-28,Bus,Q10,Manhattan,1431154,69.2,Crowding,25,PM Peak
2026-05-28,Bus,Q60,Bronx,1470351,77.3,No Incident,0,PM Peak
2026-05-28,Bus,B46,Bronx,1422130,77.6,No Incident,0,Midday
2026-05-28,LIRR,Port Washington,Manhattan,254689,83.0,Signal Problem,14,Midday
2026-05-28,LIRR,Long Beach,Long Island,260570,76.2,Track Work,22,AM Peak
2026-05-28,Metro-North,New Haven,Bronx,216259,77.2,Track Work,9,PM Peak
2026-05-28,Metro-North,New Haven,Manhattan,243794,87.8,No Incident,0,PM Peak
2026-05-29,Subway,5,Westchester,3798404,74.4,Weather,17,Evening
2026-05-29,Subway,C,Long Island,3416969,66.5,Weather,35,PM Peak
2026-05-29,Bus,Q60,Queens,1346176,81.1,Crowding,4,AM Peak
2026-05-29,Bus,M15,Westchester,1666382,76.0,Mechanical Issue,13,PM Peak
2026-05-29,LIRR,Hempstead,Westchester,263510,79.5,Track Work,24,PM Peak
2026-05-29,LIRR,Ronkonkoma,Staten Island,267953,82.7,No Incident,0,Evening
2026-05-29,LIRR,Babylon,Long Island,265344,76.5,No Incident,0,AM Peak
2026-05-29,LIRR,Hempstead,Westchester,250135,80.5,Weather,24,PM Peak
2026-05-29,Metro-North,Harlem,Manhattan,223073,68.8,Track Work,20,PM Peak
2026-05-29,Metro-North,Harlem,Westchester,248417,76.9,Mechanical Issue,13,Midday
2026-05-29,Metro-North,Hudson,Staten Island,260353,90.1,Crowding,17,PM Peak
2026-05-29,Metro-North,New Haven,Staten Island,225980,73.1,Weather,12,PM Peak
2026-05-30,Subway,C,Manhattan,2025340,77.7,Crowding,36,Midday
2026-05-30,Subway,N,Queens,2424089,76.3,Track Work,5,PM Peak
2026-05-30,Subway,E,Queens,2052212,77.6,Weather,23,AM Peak
2026-05-30,Subway,1,Manhattan,2206417,77.1,Signal Problem,20,Midday
2026-05-30,Bus,Q60,Manhattan,807022,79.0,Staffing,37,PM Peak
2026-05-30,Bus,B46,Staten Island,896330,80.6,No Incident,0,PM Peak
2026-05-30,Bus,B46,Staten Island,768417,71.2,Signal Problem,21,PM Peak
2026-05-30,LIRR,Port Washington,Westchester,185473,80.9,No Incident,0,PM Peak
2026-05-30,LIRR,Hempstead,Staten Island,140067,78.2,No Incident,0,AM Peak
2026-05-30,LIRR,Ronkonkoma,Manhattan,158223,79.4,Mechanical Issue,10,AM Peak
2026-05-30,Metro-North,New Haven,Queens,106317,73.0,Weather,6,AM Peak
2026-05-30,Metro-North,Harlem,Bronx,155494,72.4,Signal Problem,5,Midday
2026-05-31,Subway,C,Brooklyn,2246531,76.9,No Incident,0,PM Peak
2026-05-31,Subway,1,Westchester,2550404,77.4,Police Activity,29,PM Peak
2026-05-31,Subway,5,Queens,2393393,75.6,Staffing,11,AM Peak
2026-05-31,Subway,Q,Queens,2386606,87.1,No Incident,0,PM Peak
2026-05-31,Bus,B46,Manhattan,799248,81.9,No Incident,0,Midday
2026-05-31,Bus,Q60,Bronx,1020254,78.2,No Incident,0,Evening
2026-05-31,Bus,B46,Staten Island,675189,68.7,Staffing,13,PM Peak
2026-05-31,Bus,B46,Westchester,824649,79.9,No Incident,0,AM Peak
2026-05-31,LIRR,Port Washington,Westchester,192699,82.6,No Incident,0,Midday
2026-05-31,LIRR,Hempstead,Manhattan,163421,76.9,Staffing,4,Midday
2026-05-31,Metro-North,New Haven,Long Island,149921,76.2,Staffing,11,PM Peak
2026-05-31,Metro-North,New Haven,Bronx,131689,85.8,Crowding,3,AM Peak
2026-05-31,Metro-North,Harlem,Westchester,119770,84.6,Track Work,10,PM Peak
2026-05-31,Metro-North,Harlem,Brooklyn,160911,73.6,Weather,16,Midday
